Pradiniai duomenys:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
335  | Neale           | 3     | 8.03  | a1252ed76208861c7a66e2b0df03ae2d40b7d82358ae43a3d556e931f03636c6
336  | Betteann        | 3     | 8.03  | d5c343c940fd4e88fa32274b1938e06c1c00fc48fff077d34c74a72a9dea2097
337  | Janifer         | 3     | 8.04  | 97c271f1e3ab7d9f36dba0d5f9c6a8841fca065da2101e344578c83c9b65620a
338  | Guendolen       | 3     | 8.09  | 975c912bf36d174a4c7382b2238da27ec204c769355675600195990d2d3b6ca6
339  | Herbert         | 3     | 8.1   | 6178a37bdbd0e392c1f07a78233fec3a75479d4e1e0821b045b65f52c073dde4
340  | Mada            | 3     | 8.12  | df343bcc9dba90f9f155ff3cf28b815e0b52a7ee86240dbba698110a497f9a92
341  | Gaultiero       | 3     | 8.17  | 02a924568427f2b1c6e2ab286878068209d555b490de9e2f5365d7c635e20d72
342  | Giralda         | 3     | 8.2   | 7ba150e253ffb6f82833e441acd2a38a9456bbb48a1bc570676edb4da3743b08
343  | Patten          | 3     | 8.23  | c3f9f68e87fb50e87cb95f7ef9defdedada0a9dee4ecadf64aade047eed3fce5
344  | Anthiathia      | 3     | 8.28  | 397d71b9d071ce671a70dd918d3a571e6ac4d14a5709a8f84ffa70c81cd3b2ff
345  | Jemima          | 3     | 8.29  | 94ad6d870994976ddbe67edcd8c0815b408cce04868d2eb2fe1a511dd53f69df
346  | Tristam         | 3     | 8.35  | dba96cccfc41f76f924867f894052fbff6e36e13fb0f1e7987b2d5ead3a7ab84
347  | Shawnee         | 3     | 8.39  | 1f78dc96fb21f05d9ba0da295484dbeb45d8b9544e4e76892aa6610b174576ab
348  | Walton          | 3     | 8.41  | 8d1a8c6bb4f744152af9accf4842fb6bf0fc14f05152c2776fb4e4af760548ec
349  | Edna            | 3     | 8.43  | f6f0ed4cb2c6931a73e2383872137d6dfa0a9ba9d53568a405f6012b0f8cb3e4
350  | Emery           | 3     | 8.47  | 9afca2665786a873d21ba0e985bcac79aaabba2cb5ae54ec3ac229bfef32b128
351  | Diane-marie     | 3     | 8.48  | 50ec61f24bd8746e0af797676210905537f3e31c43d838329d0e04e887c3d5bd
352  | Audry           | 3     | 8.49  | acd216df97f77aff131ae1c40ea91bc63e1f83f0c7c554dffb22a688691c97cd
353  | Evey            | 3     | 8.5   | d53228aa677b674cf4a18868109c387a10336b945c17e7d35d6c848a86693c02
354  | Jodi            | 3     | 8.53  | 749a2fab233491bf1b5df90bc347f5896a7f34b4fac670697828db08256b57b0
355  | Arte            | 3     | 8.55  | 0be40198dbfcc9659740c38d72a8f26e6c347337435786b99239b5824326a02e
356  | Banky           | 3     | 8.58  | b9d020641dc762586ba33724d351dbe41c3c2c120963f7e171707b95d731b165
357  | Gauthier        | 3     | 8.6   | 6a0384b3a7d57b3aa2bc2c5b28f6972c9bdd25a9e6a0db63b08008d10f6ea5fd
358  | Raphaela        | 3     | 8.63  | 00bd9bf16916e5bc9a67fdc54d7caca9de3df09403068b9306ae3b2b1d37d108
359  | Ariella         | 3     | 8.65  | 03b443069804672340c5b742a021c966345c46b387c5ef886ae41a59292ba562
360  | Rance           | 3     | 8.67  | 24e254e2acbd82e432771cf71faca7732715fa486ef15ca4d89f2b9d6a2715ff
361  | Kathi           | 3     | 8.68  | 9da20a0b79b1d12a0ca7f811e094dd94f92d2b7bec9aa851aeb3e1a9dfb00b40
362  | Gregoor         | 3     | 8.69  | 87c66101f08d86acc00ec3ec76a90355786dde2f331dc5274a40dbafadc0a1c5
363  | Marja           | 3     | 8.69  | 27a15fd38a9b2bc2f3da0848233502ee9d23d947a38aacdee9184a7220d75f7d
364  | Dominique       | 3     | 8.7   | 5823e07f4f3fdb10a2418b7d4ce55f028f623a17999719a940580541a82b6c01
365  | Archie          | 3     | 8.7   | c3a6fb64da7243d834a6db432ccbc10cccd44c99d6a2cb98cd2ca382123f80ed
366  | Auroora         | 3     | 8.72  | 5f909897bb4519ac2104d19d5153793ae85462274cf9ca78a00c77c7e11b79b1
367  | Kris            | 3     | 8.72  | d4950542bf584223c59a6d05978598dff4c36cfd26b1de30d6a156ab6c2b8853
368  | Nerita          | 3     | 8.77  | 435c51163f6cad08b5a25e523f9f14efa97b8f6b211b951f9942005a1a529439
369  | Dottie          | 3     | 8.8   | c946dff32667e786ec16bedd59a6bb6395e612c636e404d2c73318e1f479f9de
370  | Merridie        | 3     | 8.83  | 72ae3a7f34106c2df7a040e2e6e190e09e9b92cfc23bbd264816bfb5998d79bc
371  | Curry           | 3     | 8.86  | 0f3c06c7ee061cb7242474aa2f4d7ea7cdfc8a1094c33ddc308c5a9468acb2da
372  | Mersey          | 3     | 8.86  | 1c5435ae4f799b62beb002407eb72c8bf738a15604b11e23c2cb0be0242b3e89
373  | Rikki           | 3     | 8.86  | 328cd78a1aa8ca0f41841655cdf1d37fbf4c79f2c2708185bbc0f6e289e37184
374  | Else            | 3     | 8.86  | 44237cfad2f4e0df374cce2f14b195b4db5e6f5f6b00aa380ed2efd95ad646e2
375  | Batholomew      | 3     | 8.87  | 9fa2a6389c32aacf90798b62b3cf80818ac55ce172d202eaa1b784aede1b8f19
376  | Simone          | 3     | 8.89  | 862fed1fb834d3f76d31e6ddd6dedcff6e0f824e554f988243a881b2dc96c791
377  | Jermaine        | 3     | 8.92  | 0e5b5b72ea6049dcfa2634f0f2942181d4411e3f6dcb97fa4d9d57b1d6cc7eba
378  | Dian            | 3     | 8.95  | 93e563634c036e7a6ff2e82d3652a79a4a3f527e794e6e8687443be76502f3b1
379  | Gretal          | 3     | 9.02  | 0004207a4d3243b0c5788a8acda2c9a5bef80469ccb4ea7d7d21db21c31c0028
380  | Marcelle        | 3     | 9.02  | 7813a393c95d16db508c9e7d5a4e205f0bed3e314500afb2896e917c13317345
381  | Davie           | 3     | 9.06  | f139bc11d5dbfcf609f8925cf1d6f99a1ba0c49f19e1c6d6cdb5599c027254fa
382  | Raffarty        | 3     | 9.06  | 8c4ac959b89f39d0509aa36c6efb3fb901be1b45556824372ae881845279fa06
383  | Matti           | 3     | 9.15  | 020b4aa8e9978d7d49f4533c662f47e15b0e34d2d222804e21b8862ba2c06c0b
384  | Netta           | 3     | 9.16  | a328c831bce507690d7909690978e0dacccdb91a1bc42f2ec87fcdc117e5013d
385  | Mabel           | 3     | 9.16  | 8670897ecca052aeaa1a4a1f24c80f64cae9bf7a25ce3c84bc87b24a3d5b0893
386  | Alard           | 3     | 9.16  | 2a747e58d7aa7743fcce14dbdba290324a58fd302b949d2124a13d9c1fe74793
387  | Fulvia          | 3     | 9.24  | d6f2a5da012d929246b0b84bc031dab01a752a4fbd9d134d241f5b5dd992a798
388  | Gill            | 3     | 9.24  | f05af4b770255ca532fa0ce84c6a920f490cb905343f589dc99a3142faa5715a
389  | Nealon          | 3     | 9.25  | 8577f8265779cf8794601584e304d6bc8ee635b8ed396d02ecb8047363710544
390  | Dorotea         | 3     | 9.27  | 742931693984a68affc081c0a1a4d6caa6303f41b4f522e319a54a03a4d95284
391  | Moselle         | 3     | 9.27  | 1eb6957ed1166c72c845db8aade8425f613c198ef7cc5a272b07b3765eecad3f
392  | Tony            | 3     | 9.28  | 9af2e700546fb67c6794e044b72653a613d6a44a66fba47f4ecf79d0d6b72ccd
393  | Vernen          | 3     | 9.28  | dee71404c96ac8846b85c0f3477ca4b5fecc0fecd9a613acadec024e70c6b0f5
394  | Maia            | 3     | 9.31  | 1375543a6be4754eed00c71dd915b654db74681663872de1d8da72eb647ece33
395  | Anitra          | 3     | 9.32  | 92f5a4d49eddce29b5666cde3c03eb2a711059b447105609bc27107e1499582d
396  | Bax             | 3     | 9.32  | 24e4b026b7ad91f2998d3fa034e7ea9640c99186214eca7b4b738797e8def18e
397  | Valli           | 3     | 9.32  | d7da585dc4a8ab84c667bc5d38ec8c6ea5149180c0335b5d6cf6b77a883e17d2
398  | Rosie           | 3     | 9.34  | dc45d328e1638650567cdb1a303b9dd4b4ed71a38df41181b6a1a7c5d485b5b1
399  | Alvera          | 3     | 9.35  | 699111fc71954ab247725ee37ddfc82d2ee4ba30344a0cfb0a137c9a1036c465
400  | Giavani         | 3     | 9.35  | a987aec6bc9641ca2ea4506594378f582114ad3fdc8f9157f7cef76f6190691f
401  | Fowler          | 3     | 9.35  | 6875eb8058d9d3ce660ec6f47ccfaf62db630e297346acf1dbc9b7f18cafec79
402  | Sonia           | 3     | 9.45  | c03362949a8ab45300738f7fc229ccce5e9d8d9faa2faed7a23a8264e370149f
403  | Isidora         | 3     | 9.46  | c59ee218dcf4844bfe2013653e56a9dcf54c0212f3e6c4ff151f3e2d51290403
404  | Sloane          | 3     | 9.49  | 195c22f975c2eeb5ccc57926a80469675032080d16bc728a899ec3dd7bca4ed6
405  | Janene          | 3     | 9.5   | 0ecd209183acda1691b1188ece6b551192b5543abe7ca459849d7ade5982e92a
406  | Ase             | 3     | 9.51  | cfe299e19972bfba25ec2656353e44b13c9666c7b8ab337e046b01a51d998f19
407  | Ravi            | 3     | 9.51  | 8eb4189b2e5577e6cbf409b52698ac8c5fbec8489a6d4d60365c7823e9cfe7c4
408  | Fonzie          | 3     | 9.52  | 13325263f5c63fd9dccb43f927e9b31a7b99f7333f094a508cedc3253c9680b1
409  | Iolanthe        | 3     | 9.53  | baf38e1a145957efae3ac180d384fb98102b050b290ff40d676c9add040e2d22
410  | Davita          | 3     | 9.55  | 0263f15e901aff0fc2b58feca830bd5fa317bb1059962765fe3b4158d7f2d282
411  | Freda           | 3     | 9.6   | b1566c1295e018e4aea0d02494dd37841c019c5e1a3adb94d69eb873e306839e
412  | Iain            | 3     | 9.61  | 620ec6d0ef36e7535e8bdb2f36fa78a0798be2977579ddd6cd85ba76b31ae319
413  | Loralyn         | 3     | 9.63  | 1982a788692dbd4b2dbbb232e1f96e6ae70390a567097b6db00b9cfe212faf79
414  | Marlowe         | 3     | 9.64  | 206f3d37b383c0c169c7f65169d41b0e8e2654bb5ae7efee5028858ff6b7675a
415  | Bren            | 3     | 9.64  | c53a5cdc0b55ba58303a00d383b1f6bca888786a1e363be9505162d31f28a393
416  | Nicoline        | 3     | 9.67  | cb3def6e5f23345dfde4490493cdda2ef1b4741a915eec24dc88f1aab8af4a2f
417  | Wynn            | 3     | 9.71  | 683bdea6294c9292bd67a65eb333bd340a379198dfca1038bb5340b6885c2cd9
418  | Pip             | 3     | 9.72  | def6c9cc35688198ac9eaca2b69ecf7f1197971eabc4f6775b44d06648544e68
419  | Paul            | 3     | 9.73  | 9caa8560662ecc7893a9a2d32ec751d81e3bbbbcd8c1629b2b6b6c67b250f86e
420  | Way             | 3     | 9.73  | 14cef2069437129309fb4f1a2b73391ed34244001ab76a8c5ddd53c3c62b22b1
421  | Stern           | 3     | 9.73  | 0bb9b1009613aebf9e0eae4be00ab18d1b59733358cbb24b35599e2c3857ec10
422  | Cristi          | 3     | 9.74  | df83488b7f1f2e5190f7300e7bd8b83b30ee1bc7f8ffe8ebb14cbedf2caafea9
423  | Wilhelmine      | 3     | 9.8   | febb4ce158417d4c5804a704443cc8852da0f7a8fbc858767b0616fd86c247eb
424  | Ivonne          | 3     | 9.83  | 1a1b293aeb92b051975f1e40446857b71118e69dd56b0b5cfb1b9cbb2908f0df
425  | Coralyn         | 3     | 9.84  | b6c9bf01eead91a15905c4e9726bbf4aff26290dfe204deb7eea4e6353602ea5
426  | Annelise        | 3     | 9.86  | eea5418b58fb948f570520a7bbe50fea6d9741c42d6a69c90925215252a51ffe
427  | Dill            | 3     | 9.86  | 6f235a1e40333131eeaddf1c6a81df5447ec234332a7acdfa4ff869e49292922
428  | Thor            | 3     | 9.91  | 6412a8463da8d101a3a1aa70e9e2def841aaa4f9d0748189591441349b6af2af
429  | Gerry           | 3     | 9.91  | 789319e4dc9b553174be951e5b5793fd8f1618b9a7451ae6bbe77a06c2075deb
430  | Mariya          | 4     | 7.01  | 4c033acae57e0bc85e0260b200e34ba6045da8bd3ae56580ac8045d0ff031bf4
431  | Roseanne        | 4     | 7.08  | b275ced0c14ac1adac350c6e406933b2bd5d99ecb9ee09d92bdb6882e823c43e
432  | Laurens         | 4     | 7.08  | 66500f6dd1941f50ea867254dbf805d66c839eac654e63e5934e05de49e7212b
433  | Brody           | 4     | 7.12  | 0b19550fafb36bde9cfda522f5863a4532d6816cb15998bc89ac8f27c9d44865
434  | Drusi           | 4     | 7.13  | c33fcc8cee09b4d6af2ca679dc0d9d89fdb36ada773e94a0d5becaf3934dafdf
435  | Berke           | 4     | 7.22  | 10582cf12da8c2d556324209c3475e055bec514ab0fd4a3b89088b609cd42a5b
436  | Dulce           | 4     | 7.23  | 77affcef3278c610274cce2178610af954dcf6311fe6cffbb817cf6762b4608b
437  | Bartholemy      | 4     | 7.23  | c5eeb273e87f5ea40208fc224fd3c7d9ff3352cbae54819c9ecaa3dfc500c226
438  | Mano            | 4     | 7.23  | eede62075bc2e7d20d4213fab764da0334366eb175f606b84557d57f1b2d18ca
439  | Bertie          | 4     | 7.26  | 1092860ceaff3f2c4ef3d62bab1285bd3ccd43afa011a81fb837ae642a4816d4
440  | Perry           | 4     | 7.26  | 53998845127a651985145d98f64bba14c764ede73c2e1392d955a2c74359c491
441  | Konstantine     | 4     | 7.28  | e9c03abb639bbb748795d0f583ef95364432998de66185ff7ef39868d37facca
442  | Sancho          | 4     | 7.35  | 5e125eea790ad21d7f258f275b0d10180f1d5c82a64724d8cc758c9152400ba5
443  | Ransom          | 4     | 7.36  | 7afb58e545516ec7465971d5d916ce743e300288c2cfdf007ba30143014e6380
444  | Darryl          | 4     | 7.38  | 080e2b0efeae844ec7eac44b678cd665ee19847b7dcec54ce4e48c8fd87258de
445  | Blair           | 4     | 7.4   | 642c05edace5a312d1ea9d1c6b3d804f6f4c2d98f26995c8923a67a8de453de0
446  | Barret          | 4     | 7.4   | cbb24f4f222b8e6e445032630d7c2233aeed65036b271b4d829903f41eec327c
447  | Grace           | 4     | 7.4   | bdd8049fefba04c59743e5cad5355079a5681ae28c11b171dc925610375dc07f
448  | Geraldine       | 4     | 7.4   | a0b5d49969bfccfff9ce55c156e43d2436e5042aa993bfa965ddad3d4bb905bc
449  | Rochelle        | 4     | 7.51  | 845dd4cba61b4c6d49d1411aaf63949c359ed12a1495767772a28854f618e88c
450  | Giraldo         | 4     | 7.55  | b7d3738bf9662a0d0ce5eea080b0d81db3d8b650fa84d2a55d665ec28f881fbf
451  | Laryssa         | 4     | 7.66  | 950c0cbccb3453600562e208d72a897c81d6ae307c98a471f38953b7355062b8
452  | Benito          | 4     | 7.68  | cac9221e070caf0edc359198bd8941bff8822136c20b98a1388c191d3bbb1db2
453  | Roseline        | 4     | 7.7   | cd39d362c834a9f086f94ba8babce86cec62cf3ce196e096f4593adc959c2d83
454  | Nan             | 4     | 7.7   | 6dd4d942db93b6553ae6a9247d7ea3a8c21221c22bc5d7bb2450c726747b66fd
455  | Horatio         | 4     | 7.72  | c94c7b8f5a7a29097fb19a318d1da4eff5963a6f95f85a48910580763e951b42
456  | Hyacinthia      | 4     | 7.74  | fd80bf1d6b07c68aeca833eae592f55a9f808576abaed7bf5712ba393897c06a
457  | Florri          | 4     | 7.75  | 417c996c6ad46b3a27da860c696d58af101624fd777e9053a3dbc4450159c605
458  | Benjie          | 4     | 7.77  | aef65c5b38044ad3adc598720111d0c09699b8d74dfcc85242b25c97d87cf44a
459  | Gus             | 4     | 7.78  | 513ca4eed5796993ece4811f41342a427e81f9bdfeafaaea6cdb27b4e7691c36
460  | Emelen          | 4     | 7.8   | dccdce34d3cc6326ebccae7a0013973cbddc550aeda656e0a6ff8a577896e1f0
461  | Sybille         | 4     | 7.83  | b3f46b9ec770a18044efbaf62a6b4491d7c1d71a5b93f18051a8970e37b5d09d
462  | Christiana      | 4     | 7.83  | 3b7f43dd42f0079a28dd94b2dfc5d8cfacf10a4c23d0daf48f16ddc30da5e367
463  | Bertie          | 4     | 7.84  | fd3f067bb9161c773ced7b52443d717a683b7d5c82711c45cd3b9754b819e4b0
464  | Christiane      | 4     | 7.84  | 0a336b499ca5ac9059da7af3a160ae87abd34674f5533697c8b124d13ac4b6e2
465  | Obidiah         | 4     | 7.85  | 045b5e06b844e7be89f1347d80a4d1f0d7d99cbea772f332082794733db1d3ee
466  | Sheena          | 4     | 7.86  | 48dc49f9d89adb6288187242cd05a2f6d8fd1a16fbca6c68410e113929cd3657
467  | Denni           | 4     | 7.87  | e8eae2a045568a9222da7f6b0ad8bc7ac9a978a4eb7d24e26bb2e53b8e7d6ba0
468  | Johan           | 4     | 7.89  | 25d4968a6d709772d96cebe3dbcb2e5bdbeeafb4a14b5f83468478bc0eca6526
469  | Nevin           | 4     | 7.9   | 5681af37501b1fb647e16c680ab516e76196723da4b0794242ff00fc251fba75
470  | Dukey           | 4     | 7.91  | 4492fee6f1e75ff3a56a913947e9e66704d98c1a2228437f80993545f3e06058
471  | Northrup        | 4     | 7.92  | 5e88b23daf11daa884296d593c554bfdb77ddab8d2d8a89cbcf8ba52780a285e
472  | Trev            | 4     | 7.96  | 75a2c49726971e22a2536792dc436ff00dc3225a3bc80f96801bfcca70f49541
473  | Wilek           | 4     | 7.96  | 629ed68ab17093f9075b7a643e804658dcfa15b49582b0bfb6cfb95926069ab9
474  | Clerkclaude     | 4     | 7.97  | 7ceb80f97ddc7c90a1d66771efceafc4e5e7e311b079c9f5151228425de0246c
475  | Wiatt           | 4     | 7.99  | 4129213d452ac802d84e7092d2dd5ada778436272d2ade58b5fef5499002135d
476  | Berti           | 4     | 7.99  | 400f400326080ebad0db1af82398c33a365fca88ba320fec735300e7f5a1308c
477  | Hertha          | 4     | 8     | e7e6aecbebaec7c86ed53cb586db4b178715dbc8885b55b536f7784f8a067f7a
478  | Quentin         | 4     | 8.06  | 17b828b7b631299047669e222e7f9f64429e77bbe6a572995ffe0b12c5991ee9
479  | Nanci           | 4     | 8.17  | 346017d78ef5c332de898b8dbf9f7c2a0f4bab491a3e5089facaa60c0e6416cd
480  | Yardley         | 4     | 8.17  | 5fdbd41bfbc074c035e9f11bd1692b791b827887998b746661c43fea30c25c34
481  | Levon           | 4     | 8.18  | 506ed9c921391f9d09ca14b717d2029c29afa5f7250191d38aba3e71222cb662
482  | Sabra           | 4     | 8.18  | 1ec12c12dc8faecf9ba297324d74a23f3eae82bacdf6da7a5e25738f522d8bb9
483  | Maureene        | 4     | 8.2   | cd7ecdb721416c638704132465511a0274802001fab01c055134a01914cef89e
484  | Von             | 4     | 8.2   | 8774c5c4e62cc7106ed94be3eb24389ac6f0bb5d40c1a3a0c838ff4ef486be9c
485  | Fin             | 4     | 8.21  | 57d475b5b7b6db9c2e040486f5205f1f41931fd86b4d5bdf25baffabc658a042
486  | Obed            | 4     | 8.22  | 1cd20ed0ced5d09a2f7ffd4968fbe058904e8560a65a97f438a0f6020b30d217
487  | Merla           | 4     | 8.33  | eb4f516e317b1891ec1ff166d942765d33dcad53fe2f4955fd102d695f6b2fbb
488  | Katrine         | 4     | 8.36  | 874ce6da0940f030aeab3114fdff32b6348e6f6729a0925cae77bc10ad8422bb
489  | Sandra          | 4     | 8.37  | fec4a9c11b89eda4fc09e33c223746baeab72038ff774e3f7869137d94762d28
490  | Caron           | 4     | 8.37  | f439321c31bf84331a49283c4152d13579cb4f2c1a8a9a6812a7532735a6ae58
491  | Mandie          | 4     | 8.38  | 70871687b2b1a431774e551357c16eb2e74ac1003ccdc30d2601adad2ea3ff86
492  | Estell          | 4     | 8.39  | 4652db87e46bb439f337eaca7998be1f3512f437156c406e79ce3cfb2da22b48
493  | Alard           | 4     | 8.4   | 0cb6d1107e0fae5405c8ecc564f3b84af14949a8c74b8479f7f20ff53082e5d6
494  | Clarie          | 4     | 8.45  | 9acd023c902db136027aa06109db3ecee747e401bdffcdc28e276b040877d690
495  | Michel          | 4     | 8.49  | 8a17fbd093fcdbaeee11047d0705af2448f6c1114fe1b6aa5b9dfdf9ca534306
496  | Kittie          | 4     | 8.5   | 5b9e1b8b49cc22044fd967208bcddd0b3369ae58b30fd61dc53529b8c6a2f7c1
497  | Giraldo         | 4     | 8.53  | eac902b8740730be11c49850af94bd47c20e61291be712839ba56fdeb477d734
498  | Annalise        | 4     | 8.56  | 9940925f0d1508284191d6c1c26a720805fd441d3fffd13bc461abf39f732f3e
499  | Karina          | 4     | 8.56  | 9d9d7822011fd9cad5b6c8e5aed5e0d55b2381575ecdc34079cc7c7579dc9987
500  | Moreen          | 4     | 8.59  | 70778b72de0b18c9b288c32285d4b6af85385cc5704966c4b9b0f1e1e6d0c2be
501  | Sacha           | 4     | 8.62  | a9e233d7f83a3d42e368df1c46aaf5d5ebe91496c81de4965a11fd43320bb999
502  | Clyde           | 4     | 8.63  | fd86e4801c36aacdffeed193b432bc4c9128c0e98479082efda2df3b5658edd8
503  | Dania           | 4     | 8.66  | 46cd9eefb16e09b807ea67ec6eafe4e67eabe6ee5f1cc00655e8adff5a3b0d0a
504  | Shoshanna       | 4     | 8.67  | 778083353a6437b1b396d10709ea4c161552b4f4904a5a62c43921b2e871bdcd
505  | Adrien          | 4     | 8.68  | 7085f1f8687e8f9ea9b21507f6ccfca6b87c517724be0be2d508701c957e5709
506  | Lowrance        | 4     | 8.69  | 88458e5e8ed586ee2c23ac9bcef92022ca3d7dfe63c66f4accde4536a18938e6
507  | Gisele          | 4     | 8.72  | 13035eecdfb99e6af2257f744d4593fec17254926cfa4473bc321ef510a66a29
508  | Aviva           | 4     | 8.73  | 60f2e13420f219f35b31eeda9151a3f67f4a99da5341ebdc2e32b3c12cf84c0a
509  | Nanice          | 4     | 8.73  | e92eabbe8e7d714a503ddf66f54d17eb2a6eb201c260ebef7d3d6780bec5d2fe
510  | Faydra          | 4     | 8.77  | 7be37bc7d661fd64b0686be442078e7adf71192394b39d0827029a07ccccde59
511  | Jeff            | 4     | 8.77  | 6fa3cc390e2ed824afaa6a70c0efc2aff7e5b8c669e093e04cf99fb59f449c29
512  | Zaccaria        | 4     | 8.83  | 7ffb5f0039e0c499fbbef7e4560c3d94bdb919e42f17d556ae40f065c02aaf6a
513  | Stanfield       | 4     | 8.84  | 2df74023ebed589a5ab51ca1193666abc9af30aed7e1627e3e2ff67b09b855fa
514  | Dori            | 4     | 8.85  | 9a4e3e438f84404d1584722b492353a7d4f9436e020823241edb03a63a644933
515  | Jerrome         | 4     | 8.86  | 81817d65fff22eedf6a782d1f56b83ada4a06484babfc050266bf1fff57fc89d
516  | Barrie          | 4     | 8.93  | 15fbee2d23edad7cb4371a589d308fbef4ea9ba5b0bfac311c981e97950bc618
517  | Killy           | 4     | 8.96  | 87ae39bdbd41857508a525fe1e39ef6311d9ea527a4968765378a7da27cef75c
518  | Garnette        | 4     | 8.96  | b709fc9d43459311236148c6fa5185b15717d9dda353539c89a04106b7d922c0
519  | Martino         | 4     | 8.97  | 8890d0096bd05dcaa4a2fd623e00c611f8bb651ff20870e7324a944705f72f89
520  | Ceciley         | 4     | 9.03  | ee94bc8d84504652a70acf909c9155035e72a727aac9f9aed4ed5b28b3affc1e
521  | Norton          | 4     | 9.07  | b79efb1fe222dbe75eef6dc096219927f78d231f3490d69db62cb81af7bef991
522  | Fraze           | 4     | 9.09  | dc8d2a925dc9b30e292524c7117724e23e18009f92b8c1dff408ebeac6d16acc
523  | Giulietta       | 4     | 9.11  | 968e6e1a27a0059080fdea48279b43cbf423e781755f77427de186249d69e434
524  | Nancie          | 4     | 9.13  | 014840458fba93751c5568ee13c198b96d5117117ff3222b956f37c1921cc492
525  | Thedrick        | 4     | 9.13  | fb381cef8219c51c008ee85c7dc0250ec4c0e93233979cd116d1897bad9fbc89
526  | Lefty           | 4     | 9.14  | 35b5bb323f4d4c57f14b4a16c23cae31e0a0685dabb08d218178634d077b7ec4
527  | Florry          | 4     | 9.15  | b317ae567f9b7c9357ab3f4956de28deff89385d29cab509dccc69227f8d723c
528  | Yetty           | 4     | 9.15  | 2210a482bc415cd59bdd4e57ded3ddffa4dfde4868dca0483bddf664bdaeb1df
529  | Silvana         | 4     | 9.17  | 281aebdbafe67638ef78bdffb50d6048502ff0a3c4716a155c757c8d953fea6f
530  | Elmo            | 4     | 9.23  | b62694f4dfe908214641b68e916dc2826bc447d1cd788edbb1774ccd3638bd3a
531  | Farly           | 4     | 9.3   | a8df4803a593d5e6abb1d0093097546606b284aa3af1949465131431e24465fc
532  | Nathaniel       | 4     | 9.34  | 20b6b5224a6e9cd609159603b317f2927f2f36686a8a15fe601f7ff8edc6d748
533  | Jabez           | 4     | 9.34  | c7409181be3d12103ade4658bdd681dc3bbc74e0b773f1edf36c5f6d209a734d
534  | Felizio         | 4     | 9.37  | 0ff635bd1f62de40d8e016c4cfb6f729ed0ed54494b2b85a5107087abb6c6f61
535  | Warde           | 4     | 9.38  | 230aab03226fcfc268838df542bbf9fcccd87b508857d69688de790565419af9
536  | Ely             | 4     | 9.39  | 2523322d4e9894ef588835506f388cd3bbd2b3f0414d05c38638a6132f2355e1
537  | Wylie           | 4     | 9.44  | fdc2e154b61862e41f6629f585d361ab908a73d656b7dc3e2434a15e0153aace
538  | Regen           | 4     | 9.51  | 4baba9014659ef68468038d3f584deefd81a55e58788600515a8a4fdd25c4485
539  | Errol           | 4     | 9.63  | fb9e6cc2052ef0c1d87c853e4d1270177dfdabd938d00ace2ab3ddcdaa7e5943
540  | Leon            | 4     | 9.69  | f4d1d69b9332e96f02a04fbfe80c3e88590eae55b69ed4f6b389340257638595
541  | Van             | 4     | 9.69  | b07335ae6d85f2ebdf0516a2f5b053c04bdef5f64b61cd7fed94177ccfa1c4d2
542  | Hillery         | 4     | 9.76  | 63fd9e53b4ac391a1387f331a4dc960eca513d28cb6a3f978e8e55deeb0b9aec
543  | Oby             | 4     | 9.76  | eaae39535bec78f8021a705b3fffa5cea79abe9c77518021c183cb86c1be69e6
544  | Bob             | 4     | 9.82  | cf9c6803e1b25f57c4f9978ee7953c9ff2ab00e1ef68cf28ab021e6bac981b88
545  | Britteny        | 4     | 9.86  | ee47b57773edcae907ac585506511484149f775f9c06879fcad38baa9b07bebb
546  | Asia            | 4     | 9.88  | 6ea137eb251f6fd1bf56586b1a3872b003be546321c7b875cac51a6e7f3162bd
547  | Lark            | 4     | 9.91  | f77853af797ef4320f0c6d39172b14459c6af3edf8c492597e5a2049151bcecd
548  | Kathy           | 4     | 9.92  | 5c08e05e617702e20abf4540d9a7092af9f31353f905fff340effff344ea76e8
549  | Roosevelt       | 4     | 9.95  | 52ffb71b38aaf3c1a0cfc5b27cdf996ddcc73227e0dcb5d69c961713fd2a69a5
550  | Abbie           | 4     | 9.98  | 5a451364f0f346880f3fec476940577471907532cc0081c77ed18d1bac637ed5
551  | Dareen          | 4     | 9.98  | a00b18a13b7e5d8d70122f402bebe7379cbba761cc20c01dc3a931e7926c0ac5
---------------------------------------------------------------------------------------------------------
